FID,sample_effort_id,survey_date,project_name,observers,observers_affiliation,observers_secondary_affiliation,site_code,original_site_code,visit_type,revisit,area_surveyed,study_type,viereck_code,viereck_name,disturbance_type,location,latitude,longitude,elevation,quad_name,quad_number,collection_method,precision,map_source,map_scale,map_date,location_notes,usda_name_code,presence,usda_name_2,scientific_name,common_name,family,rank_code,infested_area,canopy_cover,stem_count,estimated_years_of_disturbance,herbarium,control_action,aggressiveness,species_notes,project_description,project_method,project_discussion,data_type
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24da,628214,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels08",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.193204 60.72760815),60.72760815,-151.193204,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24d9,628213,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels37",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1923761 60.73829415),60.73829415,-151.1923761,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24d8,628212,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels09",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1897038 60.72816647),60.72816647,-151.1897038,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24d7,628211,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels36",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1888176 60.73740106),60.73740106,-151.1888176,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24d6,628210,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels35",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1852247 60.73570691),60.73570691,-151.1852247,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24d5,628209,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels34",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1815011 60.73334229),60.73334229,-151.1815011,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24d4,628208,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels12",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1813686 60.72521931),60.72521931,-151.1813686,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24d3,628207,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels10",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1813116 60.72942954),60.72942954,-151.1813116,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24d2,628206,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels11",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1809556 60.72613956),60.72613956,-151.1809556,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24d1,628205,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels32",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1804943 60.73537013),60.73537013,-151.1804943,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24d0,628204,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels29",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1798837 60.74175999),60.74175999,-151.1798837,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24cf,628203,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels33",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1782857 60.73311338),60.73311338,-151.1782857,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24ce,628202,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels31",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1782224 60.7370859),60.7370859,-151.1782224,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24cd,628201,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels28",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1776415 60.74394196),60.74394196,-151.1776415,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24cc,628200,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels30",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1771446 60.73905724),60.73905724,-151.1771446,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24cb,628198,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels27",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1751674 60.74449081),60.74449081,-151.1751674,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24ca,628197,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels18",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1744354 60.73664317),60.73664317,-151.1744354,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24c9,628196,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels02",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.172845 60.7317851),60.7317851,-151.172845,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24c8,628195,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels19",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1725455 60.73992024),60.73992024,-151.1725455,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24c7,628194,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels14",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1723646 60.72774762),60.72774762,-151.1723646,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24c6,628193,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels20",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.17152 60.74222),60.74222,-151.17152,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24c5,628192,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels26",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.170876 60.74820207),60.74820207,-151.170876,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24c4,628191,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels15",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1699479 60.72880022),60.72880022,-151.1699479,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24c3,628190,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels21",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1697749 60.74587139),60.74587139,-151.1697749,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24c2,628189,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels17",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.169581 60.73404889),60.73404889,-151.169581,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24c1,628188,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels25",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.169213 60.75015094),60.75015094,-151.169213,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24c0,628187,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels22",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1691422 60.74833559),60.74833559,-151.1691422,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24bf,628186,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels24",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1686618 60.75191114),60.75191114,-151.1686618,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24be,628185,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels23",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1681287 60.75051086),60.75051086,-151.1681287,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24bd,628184,9/6/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Daniels Lake, Daniels16",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1669644 60.73326602),60.73326602,-151.1669644,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24bc,628234,9/7/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Beck Lake, Beck49",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1263227 60.74028821),60.74028821,-151.1263227,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24bb,628235,9/7/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Beck Lake, Beck32",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1268771 60.73069805),60.73069805,-151.1268771,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24ba,628236,9/7/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Beck Lake, Beck31",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1269432 60.72991082),60.72991082,-151.1269432,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24b9,628237,9/7/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Beck Lake, Beck50",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.127069 60.74066715),60.74066715,-151.127069,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24b8,628238,9/7/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Beck Lake, Beck33",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.12717 60.73138679),60.73138679,-151.12717,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24b7,628239,9/7/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Beck Lake, Beck35",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1275937 60.73329351),60.73329351,-151.1275937,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24b6,628259,9/7/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Beck Lake, Beck39",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1328358 60.73318521),60.73318521,-151.1328358,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24b5,628260,9/7/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Beck Lake, Beck44",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1329514 60.73768093),60.73768093,-151.1329514,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24b4,628261,9/7/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Beck Lake, Beck04",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1330043 60.74162747),60.74162747,-151.1330043,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24b3,628262,9/7/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Beck Lake, Beck43",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1330503 60.73660964),60.73660964,-151.1330503,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24b2,628263,9/7/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Beck Lake, Beck42",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.133071 60.73540977),60.73540977,-151.133071,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24b1,628264,9/7/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Beck Lake, Beck25",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1332911 60.7251126),60.7251126,-151.1332911,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24b0,628265,9/7/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Beck Lake, Beck06",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1337993 60.7396832),60.7396832,-151.1337993,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24af,628266,9/7/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Beck Lake, Beck07",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1347039 60.73899203),60.73899203,-151.1347039,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24ae,628267,9/7/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Beck Lake, Beck24",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1350541 60.72445186),60.72445186,-151.1350541,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24ad,628268,9/7/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Beck Lake, Beck08",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1361979 60.73810958),60.73810958,-151.1361979,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24ac,628269,9/7/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Beck Lake, Beck10",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1364567 60.73660436),60.73660436,-151.1364567,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24ab,628270,9/7/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Beck Lake, Beck09",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.136878 60.73742051),60.73742051,-151.136878,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24aa,628271,9/7/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Beck Lake, Beck11",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1369417 60.73573206),60.73573206,-151.1369417,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24a9,628272,9/7/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Beck Lake, Beck23",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1370175 60.72453492),60.72453492,-151.1370175,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24a8,628273,9/7/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Beck Lake, Beck22",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1371671 60.72489476),60.72489476,-151.1371671,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24a7,628274,9/7/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Beck Lake, Beck18",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1375197 60.72937832),60.72937832,-151.1375197,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24a6,628275,9/7/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Beck Lake, Beck21",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1375237 60.72595113),60.72595113,-151.1375237,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24a5,628276,9/7/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Beck Lake, Beck20",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.137604 60.72713759),60.72713759,-151.137604,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24a4,628277,9/7/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Beck Lake, Beck12",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1377388 60.73441953),60.73441953,-151.1377388,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24a3,628278,9/7/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Beck Lake, Beck19",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1378519 60.72793387),60.72793387,-151.1378519,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24a2,628279,9/7/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Beck Lake, Beck17",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1379326 60.730258),60.730258,-151.1379326,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24a1,628280,9/7/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Beck Lake, Beck13",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1385621 60.73357958),60.73357958,-151.1385621,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-24a0,628281,9/7/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Beck Lake, Beck16",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1385934 60.731134),60.731134,-151.1385934,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-249f,628282,9/7/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Beck Lake, Beck14",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1388844 60.73277576),60.73277576,-151.1388844,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-249e,628283,9/7/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Beck Lake, Beck15",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1389923 60.73187051),60.73187051,-151.1389923,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-249d,628240,9/7/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Beck Lake, Beck48",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1276357 60.73962604),60.73962604,-151.1276357,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-249c,628241,9/7/2017,,"Morton, J.; Bowser, M.; Clark, K.",USFWS,,"Beck Lake, Beck34",,Reconnaissance,,0.001,Single species study,,,,POINT (-151.1278457 60.73255037),60.73255037,-151.1278457,,,,GPS,0-30,,,,,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,None,,,,,,
